flim_year,ceremony_year,ceremony,category,nominee,film,winner
1974,1975,47,ACTOR IN A SUPPORTING ROLE,Michael V. Gazzo,The Godfather Part II,FALSE
1974,1975,47,ACTOR IN A SUPPORTING ROLE,Lee Strasberg,The Godfather Part II,FALSE
1974,1975,47,ACTRESS,Ellen Burstyn,Alice Doesn't Live Here Anymore,TRUE
1974,1975,47,ACTRESS,Diahann Carroll,Claudine,FALSE
1974,1975,47,ACTRESS,Faye Dunaway,Chinatown,FALSE
1974,1975,47,ACTRESS,Valerie Perrine,Lenny,FALSE
1974,1975,47,ACTRESS,Gena Rowlands,A Woman under the Influence,FALSE
1974,1975,47,ACTRESS IN A SUPPORTING ROLE,Ingrid Bergman,Murder on the Orient Express,TRUE
1974,1975,47,ACTRESS IN A SUPPORTING ROLE,Valentina Cortese,Day for Night,FALSE
1974,1975,47,ACTRESS IN A SUPPORTING ROLE,Madeline Kahn,Blazing Saddles,FALSE
1974,1975,47,ACTRESS IN A SUPPORTING ROLE,Diane Ladd,Alice Doesn't Live Here Anymore,FALSE
1974,1975,47,ACTRESS IN A SUPPORTING ROLE,Talia Shire,The Godfather Part II,FALSE
1974,1975,47,DIRECTING,Roman Polanski,Chinatown,FALSE
1974,1975,47,DIRECTING,Francois Truffaut,Day for Night,FALSE
1974,1975,47,DIRECTING,Francis Ford Coppola,The Godfather Part II,TRUE
1974,1975,47,DIRECTING,Bob Fosse,Lenny,FALSE
1974,1975,47,DIRECTING,John Cassavetes,A Woman under the Influence,FALSE
1974,1975,47,BEST PICTURE,"Robert Evans, Producer",Chinatown,FALSE
1974,1975,47,BEST PICTURE,"Francis Ford Coppola, Producer;  Fred Roos, Co-Producer",The Conversation,FALSE
1974,1975,47,BEST PICTURE,"Francis Ford Coppola, Producer;  Gray Frederickson and Fred Roos, Co-Producers",The Godfather Part II,TRUE
1974,1975,47,BEST PICTURE,"Marvin Worth, Producer",Lenny,FALSE
1974,1975,47,BEST PICTURE,"Irwin Allen, Producer",The Towering Inferno,FALSE
1974,1975,47,WRITING (Original Screenplay),Robert Getchell,Alice Doesn't Live Here Anymore,FALSE
1974,1975,47,WRITING (Original Screenplay),Robert Towne,Chinatown,TRUE
1974,1975,47,WRITING (Original Screenplay),Francis Ford Coppola,The Conversation,FALSE
1974,1975,47,WRITING (Original Screenplay),"Francois Truffaut, Jean-Louis Richard, Suzanne Schiffman",Day for Night,FALSE
1974,1975,47,WRITING (Original Screenplay),"Paul Mazursky, Josh Greenfeld",Harry and Tonto,FALSE
1974,1975,47,WRITING (Screenplay Adapted from Other Material),Screenplay by Mordecai Richler;  Adaptation by Lionel Chetwynd,The Apprenticeship of Duddy Kravitz,FALSE
1974,1975,47,WRITING (Screenplay Adapted from Other Material),"Francis Ford Coppola, Mario Puzo",The Godfather Part II,TRUE
1974,1975,47,WRITING (Screenplay Adapted from Other Material),Julian Barry,Lenny,FALSE
1974,1975,47,WRITING (Screenplay Adapted from Other Material),Paul Dehn,Murder on the Orient Express,FALSE
1974,1975,47,WRITING (Screenplay Adapted from Other Material),"Gene Wilder, Mel Brooks",Young Frankenstein,FALSE
1975,1976,48,ACTOR,Walter Matthau,The Sunshine Boys,FALSE
1975,1976,48,ACTOR,Jack Nicholson,One Flew over the Cuckoo's Nest,TRUE
1975,1976,48,ACTOR,Al Pacino,Dog Day Afternoon,FALSE
1975,1976,48,ACTOR,Maximilian Schell,The Man in the Glass Booth,FALSE
1975,1976,48,ACTOR,James Whitmore,"Give 'em Hell, Harry!",FALSE
1975,1976,48,ACTOR IN A SUPPORTING ROLE,George Burns,The Sunshine Boys,TRUE
1975,1976,48,ACTOR IN A SUPPORTING ROLE,Brad Dourif,One Flew over the Cuckoo's Nest,FALSE
1975,1976,48,ACTOR IN A SUPPORTING ROLE,Burgess Meredith,The Day of the Locust,FALSE
1975,1976,48,ACTOR IN A SUPPORTING ROLE,Chris Sarandon,Dog Day Afternoon,FALSE
1975,1976,48,ACTOR IN A SUPPORTING ROLE,Jack Warden,Shampoo,FALSE
1975,1976,48,ACTRESS,Isabelle Adjani,The Story of Adele H.,FALSE
1975,1976,48,ACTRESS,Ann-Margret,Tommy,FALSE
1975,1976,48,ACTRESS,Louise Fletcher,One Flew over the Cuckoo's Nest,TRUE
1975,1976,48,ACTRESS,Glenda Jackson,Hedda,FALSE
1975,1976,48,ACTRESS,Carol Kane,Hester Street,FALSE
1975,1976,48,ACTRESS IN A SUPPORTING ROLE,Ronee Blakley,Nashville,FALSE
1975,1976,48,ACTRESS IN A SUPPORTING ROLE,Lee Grant,Shampoo,TRUE
1975,1976,48,ACTRESS IN A SUPPORTING ROLE,Sylvia Miles,"Farewell, My Lovely",FALSE
1975,1976,48,ACTRESS IN A SUPPORTING ROLE,Lily Tomlin,Nashville,FALSE
1975,1976,48,ACTRESS IN A SUPPORTING ROLE,Brenda Vaccaro,Jacqueline Susann's Once Is Not Enough,FALSE
1975,1976,48,DIRECTING,Federico Fellini,Amarcord,FALSE
1975,1976,48,DIRECTING,Stanley Kubrick,Barry Lyndon,FALSE
1975,1976,48,DIRECTING,Sidney Lumet,Dog Day Afternoon,FALSE
1975,1976,48,DIRECTING,Robert Altman,Nashville,FALSE
1975,1976,48,DIRECTING,Milos Forman,One Flew over the Cuckoo's Nest,TRUE
1975,1976,48,BEST PICTURE,"Stanley Kubrick, Producer",Barry Lyndon,FALSE
1975,1976,48,BEST PICTURE,"Martin Bregman and Martin Elfand, Producers",Dog Day Afternoon,FALSE
1975,1976,48,BEST PICTURE,"Richard D. Zanuck and David Brown, Producers",Jaws,FALSE
1975,1976,48,BEST PICTURE,"Robert Altman, Producer",Nashville,FALSE
1975,1976,48,BEST PICTURE,"Saul Zaentz and Michael Douglas, Producers",One Flew over the Cuckoo's Nest,TRUE
1975,1976,48,WRITING (Original Screenplay),"Federico Fellini, Tonino Guerra",Amarcord,FALSE
1975,1976,48,WRITING (Original Screenplay),"Claude Lelouch, Pierre Uytterhoeven",And Now My Love,FALSE
1975,1976,48,WRITING (Original Screenplay),Frank Pierson,Dog Day Afternoon,TRUE
1975,1976,48,WRITING (Original Screenplay),Ted Allan,Lies My Father Told Me,FALSE
1975,1976,48,WRITING (Original Screenplay),"Robert Towne, Warren Beatty",Shampoo,FALSE
1975,1976,48,WRITING (Screenplay Adapted from Other Material),Stanley Kubrick,Barry Lyndon,FALSE
1975,1976,48,WRITING (Screenplay Adapted from Other Material),"John Huston, Gladys Hill",The Man Who Would Be King,FALSE
1975,1976,48,WRITING (Screenplay Adapted from Other Material),"Lawrence Hauben, Bo Goldman",One Flew over the Cuckoo's Nest,TRUE
1975,1976,48,WRITING (Screenplay Adapted from Other Material),"Ruggero Maccari, Dino Risi",Scent of a Woman,FALSE
1975,1976,48,WRITING (Screenplay Adapted from Other Material),Neil Simon,The Sunshine Boys,FALSE
1976,1977,49,ACTOR IN A LEADING ROLE,Robert De Niro,Taxi Driver,FALSE
1976,1977,49,ACTOR IN A LEADING ROLE,Peter Finch,Network,TRUE
1976,1977,49,ACTOR IN A LEADING ROLE,Giancarlo Giannini,Seven Beauties,FALSE
1976,1977,49,ACTOR IN A LEADING ROLE,William Holden,Network,FALSE
1976,1977,49,ACTOR IN A LEADING ROLE,Sylvester Stallone,Rocky,FALSE
1976,1977,49,ACTOR IN A SUPPORTING ROLE,Ned Beatty,Network,FALSE
1976,1977,49,ACTOR IN A SUPPORTING ROLE,Burgess Meredith,Rocky,FALSE
1976,1977,49,ACTOR IN A SUPPORTING ROLE,Laurence Olivier,Marathon Man,FALSE
1976,1977,49,ACTOR IN A SUPPORTING ROLE,Jason Robards,All the President's Men,TRUE
1976,1977,49,ACTOR IN A SUPPORTING ROLE,Burt Young,Rocky,FALSE
1976,1977,49,ACTRESS IN A LEADING ROLE,Marie-Christine Barrault,"Cousin, Cousine",FALSE
1976,1977,49,ACTRESS IN A LEADING ROLE,Faye Dunaway,Network,TRUE
1976,1977,49,ACTRESS IN A LEADING ROLE,Talia Shire,Rocky,FALSE
1976,1977,49,ACTRESS IN A LEADING ROLE,Sissy Spacek,Carrie,FALSE
1976,1977,49,ACTRESS IN A LEADING ROLE,Liv Ullmann,Face to Face,FALSE
1976,1977,49,ACTRESS IN A SUPPORTING ROLE,Jane Alexander,All the President's Men,FALSE
1976,1977,49,ACTRESS IN A SUPPORTING ROLE,Jodie Foster,Taxi Driver,FALSE
1976,1977,49,ACTRESS IN A SUPPORTING ROLE,Lee Grant,Voyage of the Damned,FALSE
1976,1977,49,ACTRESS IN A SUPPORTING ROLE,Piper Laurie,Carrie,FALSE
1976,1977,49,ACTRESS IN A SUPPORTING ROLE,Beatrice Straight,Network,TRUE
1976,1977,49,DIRECTING,Alan J. Pakula,All the President's Men,FALSE
1976,1977,49,DIRECTING,Ingmar Bergman,Face to Face,FALSE
1976,1977,49,DIRECTING,Sidney Lumet,Network,FALSE
1976,1977,49,DIRECTING,John G. Avildsen,Rocky,TRUE
1976,1977,49,DIRECTING,Lina Wertmuller,Seven Beauties,FALSE
1976,1977,49,BEST PICTURE,"Walter Coblenz, Producer",All the President's Men,FALSE
1976,1977,49,BEST PICTURE,"Robert F. Blumofe and Harold Leventhal, Producers",Bound for Glory,FALSE
1976,1977,49,BEST PICTURE,"Howard Gottfried, Producer",Network,FALSE
1976,1977,49,BEST PICTURE,"Irwin Winkler and Robert Chartoff, Producers",Rocky,TRUE
1976,1977,49,BEST PICTURE,"Michael Phillips and Julia Phillips, Producers",Taxi Driver,FALSE
1976,1977,49,WRITING (Screenplay--based on material from another medium),William Goldman,All the President's Men,TRUE
1976,1977,49,WRITING (Screenplay--based on material from another medium),Robert Getchell,Bound for Glory,FALSE
1976,1977,49,WRITING (Screenplay--based on material from another medium),"Federico Fellini, Bernardino Zapponi",Fellini's Casanova,FALSE
1976,1977,49,WRITING (Screenplay--based on material from another medium),Nicholas Meyer,The Seven-per-cent Solution,FALSE
1976,1977,49,WRITING (Screenplay--based on material from another medium),"Steve Shagan, David Butler",Voyage of the Damned,FALSE
1976,1977,49,WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced),Story and Screenplay by Jean-Charles Tacchella;  Adaptation by Daniele Thompson,"Cousin, Cousine",FALSE
1976,1977,49,WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced),Walter Bernstein,The Front,FALSE
1976,1977,49,WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced),Paddy Chayefsky,Network,TRUE
1976,1977,49,WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced),Sylvester Stallone,Rocky,FALSE
1976,1977,49,WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced),Lina Wertmuller,Seven Beauties,FALSE
1977,1978,50,ACTOR IN A LEADING ROLE,Woody Allen,Annie Hall,FALSE
1977,1978,50,ACTOR IN A LEADING ROLE,Richard Burton,Equus,FALSE
1977,1978,50,ACTOR IN A LEADING ROLE,Richard Dreyfuss,The Goodbye Girl,TRUE
1977,1978,50,ACTOR IN A LEADING ROLE,Marcello Mastroianni,A Special Day,FALSE
1977,1978,50,ACTOR IN A LEADING ROLE,John Travolta,Saturday Night Fever,FALSE
1977,1978,50,ACTOR IN A SUPPORTING ROLE,Mikhail Baryshnikov,The Turning Point,FALSE
1977,1978,50,ACTOR IN A SUPPORTING ROLE,Peter Firth,Equus,FALSE
1977,1978,50,ACTOR IN A SUPPORTING ROLE,Alec Guinness,Star Wars,FALSE
1977,1978,50,ACTOR IN A SUPPORTING ROLE,Jason Robards,Julia,TRUE
1977,1978,50,ACTOR IN A SUPPORTING ROLE,Maximilian Schell,Julia,FALSE
1977,1978,50,ACTRESS IN A LEADING ROLE,Anne Bancroft,The Turning Point,FALSE
1977,1978,50,ACTRESS IN A LEADING ROLE,Jane Fonda,Julia,FALSE
1977,1978,50,ACTRESS IN A LEADING ROLE,Diane Keaton,Annie Hall,TRUE
1977,1978,50,ACTRESS IN A LEADING ROLE,Shirley MacLaine,The Turning Point,FALSE
1977,1978,50,ACTRESS IN A LEADING ROLE,Marsha Mason,The Goodbye Girl,FALSE
1977,1978,50,ACTRESS IN A SUPPORTING ROLE,Leslie Browne,The Turning Point,FALSE
1977,1978,50,ACTRESS IN A SUPPORTING ROLE,Quinn Cummings,The Goodbye Girl,FALSE
1977,1978,50,ACTRESS IN A SUPPORTING ROLE,Melinda Dillon,Close Encounters of the Third Kind,FALSE
1977,1978,50,ACTRESS IN A SUPPORTING ROLE,Vanessa Redgrave,Julia,TRUE
1977,1978,50,ACTRESS IN A SUPPORTING ROLE,Tuesday Weld,Looking for Mr. Goodbar,FALSE
1977,1978,50,DIRECTING,Woody Allen,Annie Hall,TRUE
1977,1978,50,DIRECTING,Steven Spielberg,Close Encounters of the Third Kind,FALSE
1977,1978,50,DIRECTING,Fred Zinnemann,Julia,FALSE
1977,1978,50,DIRECTING,George Lucas,Star Wars,FALSE
1977,1978,50,DIRECTING,Herbert Ross,The Turning Point,FALSE
1977,1978,50,BEST PICTURE,"Charles H. Joffe, Producer",Annie Hall,TRUE
1977,1978,50,BEST PICTURE,"Ray Stark, Producer",The Goodbye Girl,FALSE
1977,1978,50,BEST PICTURE,"Richard Roth, Producer",Julia,FALSE
1977,1978,50,BEST PICTURE,"Gary Kurtz, Producer",Star Wars,FALSE
1977,1978,50,BEST PICTURE,"Herbert Ross and Arthur Laurents, Producers",The Turning Point,FALSE
1977,1978,50,WRITING (Screenplay--based on material from another medium),Peter Shaffer,Equus,FALSE
1977,1978,50,WRITING (Screenplay--based on material from another medium),"Gavin Lambert, Lewis John Carlino",I Never Promised You a Rose Garden,FALSE
1977,1978,50,WRITING (Screenplay--based on material from another medium),Alvin Sargent,Julia,TRUE
1977,1978,50,WRITING (Screenplay--based on material from another medium),Larry Gelbart,"Oh, God!",FALSE
1977,1978,50,WRITING (Screenplay--based on material from another medium),"Luis Bunuel, Jean-Claude Carriere",That Obscure Object of Desire,FALSE
1977,1978,50,WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced),"Woody Allen, Marshall Brickman",Annie Hall,TRUE
1977,1978,50,WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced),Neil Simon,The Goodbye Girl,FALSE
1977,1978,50,WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced),Robert Benton,The Late Show,FALSE
1977,1978,50,WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced),George Lucas,Star Wars,FALSE
1977,1978,50,WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced),Arthur Laurents,The Turning Point,FALSE
1978,1979,51,ACTOR IN A LEADING ROLE,Warren Beatty,Heaven Can Wait,FALSE
1978,1979,51,ACTOR IN A LEADING ROLE,Gary Busey,The Buddy Holly Story,FALSE
1978,1979,51,ACTOR IN A LEADING ROLE,Robert De Niro,The Deer Hunter,FALSE
1978,1979,51,ACTOR IN A LEADING ROLE,Laurence Olivier,The Boys from Brazil,FALSE
1978,1979,51,ACTOR IN A LEADING ROLE,Jon Voight,Coming Home,TRUE
1978,1979,51,ACTOR IN A SUPPORTING ROLE,Bruce Dern,Coming Home,FALSE
1978,1979,51,ACTOR IN A SUPPORTING ROLE,Richard Farnsworth,Comes a Horseman,FALSE
1978,1979,51,ACTOR IN A SUPPORTING ROLE,John Hurt,Midnight Express,FALSE
1978,1979,51,ACTOR IN A SUPPORTING ROLE,Christopher Walken,The Deer Hunter,TRUE
1978,1979,51,ACTOR IN A SUPPORTING ROLE,Jack Warden,Heaven Can Wait,FALSE
1978,1979,51,ACTRESS IN A LEADING ROLE,Ingrid Bergman,Autumn Sonata,FALSE
1978,1979,51,ACTRESS IN A LEADING ROLE,Ellen Burstyn,"Same Time, Next Year",FALSE
1978,1979,51,ACTRESS IN A LEADING ROLE,Jill Clayburgh,An Unmarried Woman,FALSE
1978,1979,51,ACTRESS IN A LEADING ROLE,Jane Fonda,Coming Home,TRUE
1978,1979,51,ACTRESS IN A LEADING ROLE,Geraldine Page,Interiors,FALSE
1978,1979,51,ACTRESS IN A SUPPORTING ROLE,Dyan Cannon,Heaven Can Wait,FALSE
1978,1979,51,ACTRESS IN A SUPPORTING ROLE,Penelope Milford,Coming Home,FALSE
1978,1979,51,ACTRESS IN A SUPPORTING ROLE,Maggie Smith,California Suite,TRUE
1978,1979,51,ACTRESS IN A SUPPORTING ROLE,Maureen Stapleton,Interiors,FALSE
1978,1979,51,ACTRESS IN A SUPPORTING ROLE,Meryl Streep,The Deer Hunter,FALSE
1978,1979,51,DIRECTING,Hal Ashby,Coming Home,FALSE
1978,1979,51,DIRECTING,Michael Cimino,The Deer Hunter,TRUE
1978,1979,51,DIRECTING,"Warren Beatty, Buck Henry",Heaven Can Wait,FALSE
1978,1979,51,DIRECTING,Woody Allen,Interiors,FALSE
1978,1979,51,DIRECTING,Alan Parker,Midnight Express,FALSE
1978,1979,51,BEST PICTURE,"Jerome Hellman, Producer",Coming Home,FALSE
1978,1979,51,BEST PICTURE,"Barry Spikings, Michael Deeley, Michael Cimino and John Peverall, Producers",The Deer Hunter,TRUE
1978,1979,51,BEST PICTURE,"Warren Beatty, Producer",Heaven Can Wait,FALSE
1978,1979,51,BEST PICTURE,"Alan Marshall and David Puttnam, Producers",Midnight Express,FALSE
1978,1979,51,BEST PICTURE,"Paul Mazursky and Tony Ray, Producers",An Unmarried Woman,FALSE
1978,1979,51,WRITING (Screenplay Based on Material from Another Medium),Walter Newman,Bloodbrothers,FALSE
1978,1979,51,WRITING (Screenplay Based on Material from Another Medium),Neil Simon,California Suite,FALSE
1978,1979,51,WRITING (Screenplay Based on Material from Another Medium),"Elaine May, Warren Beatty",Heaven Can Wait,FALSE
1978,1979,51,WRITING (Screenplay Based on Material from Another Medium),Oliver Stone,Midnight Express,TRUE
1978,1979,51,WRITING (Screenplay Based on Material from Another Medium),Bernard Slade,"Same Time, Next Year",FALSE
1978,1979,51,WRITING (Screenplay Written Directly for the Screen),Ingmar Bergman,Autumn Sonata,FALSE
1978,1979,51,WRITING (Screenplay Written Directly for the Screen),"Story by Nancy Dowd;  Screenplay by Waldo Salt, Robert C. Jones",Coming Home,TRUE
1978,1979,51,WRITING (Screenplay Written Directly for the Screen),"Story by Michael Cimino, Deric Washburn, Louis Garfinkle, Quinn K. Redeker;  Screenplay by Deric Washburn",The Deer Hunter,FALSE
1978,1979,51,WRITING (Screenplay Written Directly for the Screen),Woody Allen,Interiors,FALSE
1978,1979,51,WRITING (Screenplay Written Directly for the Screen),Paul Mazursky,An Unmarried Woman,FALSE
1979,1980,52,ACTOR IN A LEADING ROLE,Dustin Hoffman,Kramer vs. Kramer,TRUE
1979,1980,52,ACTOR IN A LEADING ROLE,Jack Lemmon,The China Syndrome,FALSE
1979,1980,52,ACTOR IN A LEADING ROLE,Al Pacino,...And Justice for All,FALSE
1979,1980,52,ACTOR IN A LEADING ROLE,Roy Scheider,All That Jazz,FALSE
1979,1980,52,ACTOR IN A LEADING ROLE,Peter Sellers,Being There,FALSE
1979,1980,52,ACTOR IN A SUPPORTING ROLE,Melvyn Douglas,Being There,TRUE
1979,1980,52,ACTOR IN A SUPPORTING ROLE,Robert Duvall,Apocalypse Now,FALSE
1979,1980,52,ACTOR IN A SUPPORTING ROLE,Frederic Forrest,The Rose,FALSE
1979,1980,52,ACTOR IN A SUPPORTING ROLE,Justin Henry,Kramer vs. Kramer,FALSE
1979,1980,52,ACTOR IN A SUPPORTING ROLE,Mickey Rooney,The Black Stallion,FALSE
1979,1980,52,ACTRESS IN A LEADING ROLE,Jill Clayburgh,Starting Over,FALSE
1979,1980,52,ACTRESS IN A LEADING ROLE,Sally Field,Norma Rae,TRUE
1979,1980,52,ACTRESS IN A LEADING ROLE,Jane Fonda,The China Syndrome,FALSE
1979,1980,52,ACTRESS IN A LEADING ROLE,Marsha Mason,Chapter Two,FALSE
1979,1980,52,ACTRESS IN A LEADING ROLE,Bette Midler,The Rose,FALSE
1979,1980,52,ACTRESS IN A SUPPORTING ROLE,Jane Alexander,Kramer vs. Kramer,FALSE
1979,1980,52,ACTRESS IN A SUPPORTING ROLE,Barbara Barrie,Breaking Away,FALSE
1979,1980,52,ACTRESS IN A SUPPORTING ROLE,Candice Bergen,Starting Over,FALSE
1979,1980,52,ACTRESS IN A SUPPORTING ROLE,Mariel Hemingway,Manhattan,FALSE
1979,1980,52,ACTRESS IN A SUPPORTING ROLE,Meryl Streep,Kramer vs. Kramer,TRUE
1979,1980,52,DIRECTING,Bob Fosse,All That Jazz,FALSE
1979,1980,52,DIRECTING,Francis Coppola,Apocalypse Now,FALSE
1979,1980,52,DIRECTING,Peter Yates,Breaking Away,FALSE
1979,1980,52,DIRECTING,Robert Benton,Kramer vs. Kramer,TRUE
1979,1980,52,DIRECTING,Edouard Molinaro,La Cage aux Folles,FALSE
1979,1980,52,BEST PICTURE,"Robert Alan Aurthur, Producer",All That Jazz,FALSE
1979,1980,52,BEST PICTURE,"Francis Coppola, Producer;  Fred Roos, Gray Frederickson and Tom Sternberg, Co-Producers",Apocalypse Now,FALSE
1979,1980,52,BEST PICTURE,"Peter Yates, Producer",Breaking Away,FALSE
1979,1980,52,BEST PICTURE,"Stanley R. Jaffe, Producer",Kramer vs. Kramer,TRUE
1979,1980,52,BEST PICTURE,"Tamara Asseyev and Alex Rose, Producers",Norma Rae,FALSE
1979,1980,52,WRITING (Screenplay Based on Material from Another Medium),"John Milius, Francis Coppola",Apocalypse Now,FALSE
1979,1980,52,WRITING (Screenplay Based on Material from Another Medium),Robert Benton,Kramer vs. Kramer,TRUE
1979,1980,52,WRITING (Screenplay Based on Material from Another Medium),"Francis Veber, Edouard Molinaro, Marcello Danon, Jean Poiret",La Cage aux Folles,FALSE
1979,1980,52,WRITING (Screenplay Based on Material from Another Medium),Allan Burns,A Little Romance,FALSE
1979,1980,52,WRITING (Screenplay Based on Material from Another Medium),"Irving Ravetch, Harriet Frank, Jr.",Norma Rae,FALSE
1979,1980,52,WRITING (Screenplay Written Directly for the Screen),"Robert Alan Aurthur, Bob Fosse",All That Jazz,FALSE
1979,1980,52,WRITING (Screenplay Written Directly for the Screen),"Valerie Curtin, Barry Levinson",...And Justice for All,FALSE
1979,1980,52,WRITING (Screenplay Written Directly for the Screen),Steve Tesich,Breaking Away,TRUE
1979,1980,52,WRITING (Screenplay Written Directly for the Screen),"Mike Gray, T.S. Cook, James Bridges",The China Syndrome,FALSE
1979,1980,52,WRITING (Screenplay Written Directly for the Screen),"Woody Allen, Marshall Brickman",Manhattan,FALSE
1980,1981,53,ACTOR IN A LEADING ROLE,Robert De Niro,Raging Bull,TRUE
1980,1981,53,ACTOR IN A LEADING ROLE,Robert Duvall,The Great Santini,FALSE
1980,1981,53,ACTOR IN A LEADING ROLE,John Hurt,The Elephant Man,FALSE
1980,1981,53,ACTOR IN A LEADING ROLE,Jack Lemmon,Tribute,FALSE
1980,1981,53,ACTOR IN A LEADING ROLE,Peter O'Toole,The Stunt Man,FALSE
1980,1981,53,ACTOR IN A SUPPORTING ROLE,Judd Hirsch,Ordinary People,FALSE
1980,1981,53,ACTOR IN A SUPPORTING ROLE,Timothy Hutton,Ordinary People,TRUE
1980,1981,53,ACTOR IN A SUPPORTING ROLE,Michael O'Keefe,The Great Santini,FALSE
1980,1981,53,ACTOR IN A SUPPORTING ROLE,Joe Pesci,Raging Bull,FALSE
1980,1981,53,ACTOR IN A SUPPORTING ROLE,Jason Robards,Melvin and Howard,FALSE
1980,1981,53,ACTRESS IN A LEADING ROLE,Ellen Burstyn,Resurrection,FALSE
1980,1981,53,ACTRESS IN A LEADING ROLE,Goldie Hawn,Private Benjamin,FALSE
1980,1981,53,ACTRESS IN A LEADING ROLE,Mary Tyler Moore,Ordinary People,FALSE
1980,1981,53,ACTRESS IN A LEADING ROLE,Gena Rowlands,Gloria,FALSE
1980,1981,53,ACTRESS IN A LEADING ROLE,Sissy Spacek,Coal Miner's Daughter,TRUE
1980,1981,53,ACTRESS IN A SUPPORTING ROLE,Eileen Brennan,Private Benjamin,FALSE
1980,1981,53,ACTRESS IN A SUPPORTING ROLE,Eva Le Gallienne,Resurrection,FALSE
1980,1981,53,ACTRESS IN A SUPPORTING ROLE,Cathy Moriarty,Raging Bull,FALSE
1980,1981,53,ACTRESS IN A SUPPORTING ROLE,Diana Scarwid,Inside Moves,FALSE
1980,1981,53,ACTRESS IN A SUPPORTING ROLE,Mary Steenburgen,Melvin and Howard,TRUE
1980,1981,53,DIRECTING,David Lynch,The Elephant Man,FALSE
1980,1981,53,DIRECTING,Robert Redford,Ordinary People,TRUE
1980,1981,53,DIRECTING,Martin Scorsese,Raging Bull,FALSE
1980,1981,53,DIRECTING,Richard Rush,The Stunt Man,FALSE
1980,1981,53,DIRECTING,Roman Polanski,Tess,FALSE
1980,1981,53,BEST PICTURE,"Bernard Schwartz, Producer",Coal Miner's Daughter,FALSE
1980,1981,53,BEST PICTURE,"Jonathan Sanger, Producer",The Elephant Man,FALSE
1980,1981,53,BEST PICTURE,"Ronald L. Schwary, Producer",Ordinary People,TRUE
1980,1981,53,BEST PICTURE,"Irwin Winkler and Robert Chartoff, Producers",Raging Bull,FALSE
1980,1981,53,BEST PICTURE,"Claude Berri, Producer;  Timothy Burrill, Co-Producer",Tess,FALSE
1980,1981,53,WRITING (Screenplay Based on Material from Another Medium),"Jonathan Hardy, David Stevens, Bruce Beresford",Breaker Morant,FALSE
1980,1981,53,WRITING (Screenplay Based on Material from Another Medium),Tom Rickman,Coal Miner's Daughter,FALSE
1980,1981,53,WRITING (Screenplay Based on Material from Another Medium),"Christopher DeVore, Eric Bergren, David Lynch",The Elephant Man,FALSE
1980,1981,53,WRITING (Screenplay Based on Material from Another Medium),Alvin Sargent,Ordinary People,TRUE
1980,1981,53,WRITING (Screenplay Based on Material from Another Medium),Screenplay by Lawrence B. Marcus;  Adaptation by Richard Rush,The Stunt Man,FALSE
1980,1981,53,WRITING (Screenplay Written Directly for the Screen),"Screenplay by W. D. Richter;  Story by W. D. Richter, Arthur Ross",Brubaker,FALSE
1980,1981,53,WRITING (Screenplay Written Directly for the Screen),Christopher Gore,Fame,FALSE
1980,1981,53,WRITING (Screenplay Written Directly for the Screen),Bo Goldman,Melvin and Howard,TRUE
1980,1981,53,WRITING (Screenplay Written Directly for the Screen),Jean Gruault,Mon Oncle D'Amerique,FALSE
1980,1981,53,WRITING (Screenplay Written Directly for the Screen),"Nancy Meyers, Charles Shyer, Harvey Miller",Private Benjamin,FALSE
1981,1982,54,ACTOR IN A LEADING ROLE,Warren Beatty,Reds,FALSE
1981,1982,54,ACTOR IN A LEADING ROLE,Henry Fonda,On Golden Pond,TRUE
1981,1982,54,ACTOR IN A LEADING ROLE,Burt Lancaster,Atlantic City,FALSE
1981,1982,54,ACTOR IN A LEADING ROLE,Dudley Moore,Arthur,FALSE
1981,1982,54,ACTOR IN A LEADING ROLE,Paul Newman,Absence of Malice,FALSE
1981,1982,54,ACTOR IN A SUPPORTING ROLE,James Coco,Only When I Laugh,FALSE
1981,1982,54,ACTOR IN A SUPPORTING ROLE,John Gielgud,Arthur,TRUE
1981,1982,54,ACTOR IN A SUPPORTING ROLE,Ian Holm,Chariots of Fire,FALSE
1981,1982,54,ACTOR IN A SUPPORTING ROLE,Jack Nicholson,Reds,FALSE
1981,1982,54,ACTOR IN A SUPPORTING ROLE,"Howard E. Rollins, Jr.",Ragtime,FALSE
1981,1982,54,ACTRESS IN A LEADING ROLE,Katharine Hepburn,On Golden Pond,TRUE
1981,1982,54,ACTRESS IN A LEADING ROLE,Diane Keaton,Reds,FALSE
1981,1982,54,ACTRESS IN A LEADING ROLE,Marsha Mason,Only When I Laugh,FALSE
